Sota Fujii
Akira Watanabe
1,2,6,0,0,0
22,3,4,0,0,0
6,7,6,0,0,0
23,4,4,0,0,0
1,2,5,0,0,0
38,3,3,0,0,0
14,4,8,0,0,0
28,9,4,0,0,0
8,9,6,0,0,0
34,3,2,0,0,0
2,3,6,0,0,0
27,8,4,0,0,0
18,7,7,0,0,0
27,8,5,0,0,0
13,8,8,0,0,0
24,5,4,0,0,0
15,7,8,0,0,0
35,5,2,0,0,0
19,6,9,0,0,0
33,6,2,0,0,0
16,5,8,0,0,0
26,7,4,0,0,0
3,4,6,0,0,0
33,5,3,0,0,0
14,4,7,0,0,0
39,4,2,0,0,0
18,5,9,0,0,0
39,3,1,0,0,0
13,7,7,0,0,0
38,5,1,0,0,0
18,2,6,0,0,0
28,9,5,0,0,0
8,9,5,0,0,0
29,9,5,0,0,0
28,9,7,0,0,1
35,4,3,0,0,0
12,3,7,0,0,0
32,3,3,0,0,0
0,1,6,0,0,0
38,7,3,0,0,0
0,1,5,0,0,0
37,9,2,0,0,0
10,1,6,0,0,0
38,6,4,0,0,0
17,1,8,0,0,0
39,2,2,0,0,0
2,3,5,0,0,0
22,3,5,0,0,0
18,3,5,0,0,0
35,3,4,0,0,0
18,2,6,0,0,0
32,2,5,0,0,0
28,9,6,0,0,0
32,3,7,1,0,0
18,3,7,0,0,0
29,9,6,0,0,0
9,9,6,0,0,0
37,9,6,0,0,0
29,6,6,0,0,1
37,9,8,1,0,0
0,1,4,0,0,0
20,1,4,0,0,0
29,6,4,0,0,0
12,6,5,0,0,1
13,8,8,0,0,0
9,2,4,0,0,1
29,6,3,1,0,0
9,2,7,1,0,0
32,2,6,0,0,1
35,2,5,0,0,0
32,1,4,0,0,0
39,3,3,0,0,0
22,2,6,0,0,1
37,8,9,1,1,0
15,7,9,0,0,0
11,7,7,0,0,1
19,5,9,0,0,0
37,7,9,1,1,0
13,7,9,0,0,0
9,3,7,1,1,0
29,5,3,1,1,0
15,6,9,0,0,1
19,4,9,0,0,0
18,2,7,0,0,1
33,3,8,0,0,1
18,1,8,1,0,0
25,3,4,0,0,1
